text,label,notes,prelabeled
"[I love the opening scene with Shiguma just walking around town]( greeting people and visiting shops. It really shows how much he's beloved by their local community. [Jumbo's imagination of how Akane was going to confront Issho is hilarious!]( Akane might be upset about her dad's expulsion, but she's not about to get violent! xD As a manga reader, [I am so hyped to see the Rakugo Federation members]( especially Shohei and Urara. I can't wait to see them shine in the future! [The principal really made a big deal about Akane winning the Karaku Cup!]( Now our girl finally gets to [experience what it's like to become a celebrity!]( And I do think it's nice to see [that Akane's win has inspired her friends]( to go for their dreams too. [We get a six-month timeskip to Akane's graduation day]( and she finally gets [officially accepted to become Shiguma's apprentice!]( No Rakugoka name yet tho. It looks like Akane wants to be named after she becomes a shinuchi [which Shiguma completely expected.]( I am so happy that we're already confirmed for a second cour! [I can't wait for Akane's Zenza Training arc!](",analysis,,True
"One last thing I want to make note of is the portrayal of loneliness in both Louise and Henrietta. They each crave companionship, but they handle it differently where Henrietta is almost like destroying those she cares about and Louise is destroying herself. I think Henrietta is almost this reflection of Louise if she handled things terribly and went about her loneliness in a selfish matter. No one deserves to be lonely, but that doesn't mean others have to suffer because you want to try to course correct.",analysis,,True
I can agree with him thinking of that more measured approach. It is true that they have been going on missions without them taking notice. Yet I wonder if he has kids of his own which would make him not want the Lycoris to risk their lives. Either way it's interesting to think about. That is fair though at least for me as I get older I find myself being more critical of seeing adults in fiction treat teenagers and children poorly. I try to imagine myself doing something like that and I know I couldn't. Not saying it's because I have incredible morals but it would just make me feel really bad.,analysis,,True
"The studio is making the best use of that 3D camera, Holy hell",reaction,,True
"It's a realistic Battle Shounen, meaning it achieves all the same tropes of a Battle Shounen without having to do them literally! We've got ominous association of top tier characters meeting to discuss things! We've got a father who had a spiritual death! A tournament arc! An antagonist the protagonist is obsessed with defeating to avenge a lost loved one! All we're missing is Junichi Suwabe.",hot_take,,True
It's the first time in a while where the protagonist is a fish out of water yet still very capable. Plus I really like how the antagonist isn't quite as clear.,hot_take,,True
"Yeah, [Zeo is a much better option for Will]( than Elfaria's faction. Aside from the combat reasons, there is Zeo's open-mindedness (which he showed at the beginning of [today's episode]( when he wanted dwarves to be able to join the Tower), and the fact that this way Will wouldn't be accused of being favored due to his relationship with [Elfie]( (which would definitely be the case if he joined her faction).",analysis,,True
All the better if we can get a romantic combination attack to take Misuzu down.,hot_take,,True
"On the one hand, Ruri might finally be free of being the Agent of Summer which she never wanted to be. On the other hand, now her sister has to take on that burden and also deal with the impact it will have on her relationships. She was supposed to retire and marry her boyfriend but now she can't retire since she's the Summer Agent. And who is going to bodyguard her? Ruri's fiance who was intended to replace her? Ruri definitely can't do it since she never had the training.",analysis,,True
"Hopefully if they follow the manga, the first episode will be one to remember.",hot_take,,True
"The original “Fruits Basket.” I know the new one is probably a lot better considering it’s actually loyal to the manga, but the old one was just such a comfort show for me growing up. I grew so used to its VAs, tempo, and BGM that it’ll always have a special place in my heart.",reaction,,True
D:< JUST CAUSE I SAID COCO WAS HOT–,reaction,,True
"Zeo: ""So why're you so worked up about him, anyway?"" Elfie: ""Bruh have you seen how peggable that ass is?"" Zeo: ""Lmao fair""",reaction,,True
"Underrated and overhated, in my opinion. It’s rough at times but there’s way worse out there and no show does “the power of friendship” better than it. I hate “the power of friendship” trope but Fairy Tail nails it so well that it’s actually my favorite part of the show. Also, Fairy Tail gave us the “Wow!!!!” soundbite and I’ll always be thankful for that.",hot_take,,True
I noticed that too! He even has similar hair color and shark teeth!,reaction,,True
"I really want Sis to get her man and spend a couple episodes snuggling him. She deserves it. (No ice prisons though Elfie, consent is important) Yet I also really really agree with Finn, Zeo could teach Will to the stratosphere.",reaction,,True
"Realistically speaking, there was no need for Ruri to be involved on the front lines when she wasn't conventionally armed. Couldn't she have laid low a lot further away from the action running communications and causing chaos with her animals? Nah, let's throw her into a literal active warzone. I swear. Plot's finally getting into the real meat of things and it's still muddled by weird decisions. It's a cool twist now that the summer sisters have swapped roles, but it could've been done in a less hamfisted way.",hot_take,,True
Every episode. Tears. I'm stressed. How many eps are left? I need to brace myself.,reaction,,True
Elfie could have EASILY tried to force Kreutz into compliance but as said in the previous episode everyone knows Elfie favors Will so any action she does in his favor will be seen as favoritism and might get objected. I do think she should have tried it anyway since i don’t think any Magia Vander would have tried to fight her for Will before last episode but she had faith that Will would pull through which now created this spectacle as Zeo got his eyes on Will as well,analysis,,True
"Oh no, now I can only think about Gene Parmesan from *Arrested Development*.",reaction,,True
I feel the same. It feels like the village massacre was added for shock value and then the author tries to backtrack and make the tone lighthearted. The protagonist spends little to no time contemplating his world shattering and shows more emotion reacting to modern technology.,analysis,,True
Considering you wrote I am also *very* excited.,reaction,,True
"I admit I haven't liked it quite as much as Hiromu Arakawa's other works, but she's my favorite mangaka so that's a high bar. I definitely like a lot of the characters - I especially agree with really liking the relationship between Yuru and Right and Left. And I also really like Yuru himself - he's a typical shonen protagonist in some ways but unique in other ways, so he really works well in his role. He's relatable and endearing but also surprisingly cool and capable.",analysis,,True
Arakawa in particular is a master of the ensemble cast. She's just so good at writing believable characters with depth and individuality.,hot_take,,True
Trading one hilariously fun romcom with tons of fanservice and an Oyakodon for another hilariously fun romcom with tons of fanservice and an Oyakodon!,reaction,,True
"Hey, we picked up on the same thing! I love Shion Wakayama's voice acting, like I said in the first episode post, nowadays I watch almost everything with her - just this season, it was a factor that convinced me to watch Kirio Fanclub, and it became my favourite new show of the season. Her voice is unique, beautiful, and she is also a brilliant actress. Chisato is acted amazingly as well, of course, but the voice acting for Takina gives her so many more layers than the lines themselves would allow. Completely agree, that was my answer to the question as well. They really deserve exploring the world together.",reaction,,True
Capable without being a ‘my one cheat skill was called trash but is secretly OP’ type protag as well,hot_take,,True
His head only has space for senpai. And mother-in-laws boobs apparently,reaction,,True
There is really a lot more meat behind the political ideas of the series that keeps following up the initial scene of Lycoris taking care of threats to peace before they arise. I wonder if Abe would say the same thing if he knew the truth behind Chisato and Takina. His young partner I think would hate it trade off for sure. And these are traits of hers which are highlighted in the very first episode just even her energy was directed at returning but now her priorities have shifted to protect her ball of sunshine I will withhold my answer then haha I think I go so heavy because I see Chisato as a teenager first before her job as a Lycoris and I feel like adults have the responsibility to help the younger generation find their own path rather than force their ideals instead. That's why it makes me feel so emotional about it.,analysis,,True
Now you can imagine part of the reason Lilim has forced herself on her husband multiple times...aside from being a hardcore shotacon when she's not horny over her daughters' boyfriend. God I love anime.,reaction,,True
"Its great, best show this season for me. MC isn't completely original I guess but still feels pretty fresh. He's skilled without feeling overpowered, acts like a kid but still has good judgement, not a scaredy-cat but not a pompous ass about it. He's just competent and likable. And I like the all the world building going on. Hope we'll learn more about daemons in the greater world bc so far its all focused on the two clans which is my only negative there. I get some people think its too slow but its taking the time to setup some plots and build the world. Lotta stuff now is a 12 episode or whatever pump-and-dump. They know a 2nd season is a gamble so its bait for the manga. This feels like a show doing some proper setup and I'm here for it.",hot_take,,True
Ayame: “I wish I could take my sister’s place.” The Gods: “Say no more fam!”,reaction,,True
"Well, you see him naked instead later on lol.",reaction,,True
I love how this show came up with as many excuses as it could come up with to get the female cast in swimsuits. CURSE YOU SUDDEN CENSORSHIP FOG FROM DENYING US GLORY! It's no wonder Lilim is so hooked on her husband...though she does seem to want to at least go one round with her daughters' boyfriend despite herself.,hot_take,,True
I think she WAS dead dead. It's just that Nadeshiko can literally pull them back if the death was recent enough?,reaction,,True
"""Why Master Issho? Why did you smoke Master Shiguma on the stage so hard he got a heart attack?"" ""You lack hatred Akane""",hot_take,,True
"Fuck me sideways how was that 25 minutes. That flew by *so* fast. Also, Holy shit the level/power difference/scaling between ranks. Lol",reaction,,True
"Medabots, While all the other cool kids were watching pokemon at the time with there collection book of cards. I was enjoying medabots way more with the small figurines that could swap parts between them that i regret so hard for throwing them away as a child. I was even so stupid enough to throw the gameboy game away. Such a great time and im sad it never took off since it was kinda cooler then pokemon tbh. It prity much is like pokemon if you think about it but with cool robots and wat young lad does not love robots The reason it stuck with me is the fights. Like some of them might have been short but every fight was so cool and difrent apart from the medaforce spam in some of them but even then it was awsome to see. I higly recomand giving s1 a shot maybe even s2 but everything falls apart in s2 and i hate how they did the series dirty in s2",hot_take,,True
"Agreed, it's sitting at a solid 7 right now with the (high) potential to go up. I suppose that 'something missing' for me is probably a clearer goal? Right now we hardly know what everyone wants to achieve, and the MC only has the vaguely defined goal of finding his parents with no concrete plan on how to do so. So it feels like we're getting worldbuilding and lore stuff for the sake of it. Good worldbuilding mind you, but still feels a tad bit meandering. Agreed on the more showing stuff, but to the show's credit it at least tries to imply more than what the characters talked about, which is more than can be said for most shonen(?) shows. E.g. the villagers in the last episode casually talking about Seal, implying they had the motivation and probably a hand in keep the MC oblivious and trapped in the village.",hot_take,,True
"Sharp and tight is exactly how I'd describe the show, too. It hasn't (yet) reached that ""excellent"" status for me by any means, as there's something missing in it that I can't put my finger on, but I can't help but really, really like how the characters are written and how the narrative feels multi-dimensional. And sure, it's often a lot of just talking and talking which causes the show to suffer since it's a visual medium (this isn't me saying there should be more battles, by the way, just wishing they utilized more ""showing"" than ""tell"") but the writing is just that good that I get sucked into it and the episode passes by before I realize. Everyone's got hidden motives and there's something new to learn about a character or the greater narrative every episode. I'm just waiting for the ball to drop at this point and see the world lore or daemon stuff to open things up beyond this rival clan narrative. It'll probably happen when Yuru finally gets Seal.",analysis,,True
He must think her entire family are cosplayers too! Some of them extremely *sexy* cosplayers!,reaction,,True
"Chocho in particular is voiced by Seki Tomokazu, who also voiced Yotaro in Showa Genroku Rakugo Shinju. WE HAVE MADE A FULL CIRCLE",analysis,,True
"Um...holy shit Elfie chose Articuno. What a fight, the hype was real.",reaction,,True
"Your thoughts I like, I'm just not as horned up as you. But I have fun enabling you :P",reaction,,True
"Damn, by far the best episode this season. Give me back my tears for Ruri 😭 But this is the one death fake out that I don't mind. And Nadeshiko automatically jumped to #1 on my precious anime daughters list 😭😭 She's probably the most powerful of the agents if she had domain over life and death. This could've ended as a perfect episode if it didn't end with the forced melodrama with the Winter/Spring pairs 🙄",reaction,,True
I'll defend Solo Leveling forever. It's so fun to watch. Not everything needs to be a Frieren or Vinland Saga. They entertain in different ways. And being entertained is why we watch anime.,hot_take,,True
"Turns out it was a bad idea to intentionally bring the Agents into a combat situation where they weren't expressly needed. Though to be fair Ruri was doing scary things with the animals before she bought it. Ayame was a bit scarier with the powers after the transfer, however. It's kind of cheating to immediately rez Ruri but that does open up the odd situation of both sisters still being there but swapping which has the power. They were talking about that exact swap during their arc, so be careful what you wish for. That said I'm glad they didn't choose to cliffhanger it and leave Ruri dead until next week, I think it would have felt cheaper.",hot_take,,True
"Strike the Blood is unironically my favourite anime. It’s got just the amount of low level ecchi, drama and harem antics that make it perfect. The world building is fairly unique and the overall plot makes sense. Only half of it has ever been available on legal streaming services, the rest is expensive Japanese blu-ray only.",hot_take,,True
"That was a really good fake out. I totally thought this was the kind of show that would love to explore the consequences of Ruri's death and how it would affect her sister, so it caught me off guard that she actually came back. I don't mind those kind of ""fake"" deaths if they genuinely take me by surprise.",reaction,,True
"i can have something both as one of my favourites of all time and still be a 7-8, it's just what it does well is so good or important to me that it triumphs score ratings this mine is 1. Saito Louise marriage and his sacrifice in s2 2. Ballroom scene 3. The full image of naked apron Louise It's actually the season I have the least impressions of, so i'll be surprising myself a bit too with it",hot_take,,True
I really like it but would end up very mid for me if the worldbuilding doesn’t expand at least a bit,hot_take,,True
"Thank you, I was in a hurry to post this because I was late and I forgot **What are your thoughts on Louise losing the ability to use magic?** Made for a good conflict **What are your thoughts on Louise wondering if Saito's love for her is because he's under the influence of Gandalfr?** Again, more good conflict **What are your thoughts on Louise regaining her Void powers because Tabitha kissed Saito?** It's a good enough solution **What are your thoughts on Henrietta declaring Louise now her sister and second successor to the throne?** Again, I do feel like this takes away some of the impact of Louise rejecting her aristocrat status to save Tabitha **How would you compare this season to the previous two?** I feel like I liked this season more than season 2, however I also feel like this season was a bit more uneven in terms of tone an dquality **What are your thoughts on Louise as it currently stands?** I like her a lot and want good things fo rher **After three seasons, what do you make of Saito and Louise and their relationship as a whole?** I hope we can see some good progress in this final season coming up. It does feel like we've come some ways though. **What are you hoping we see in season 4?** Honestly I have no idea what to expect or what I want",analysis,,True
Fairy Tail(specifically the first few seasons) yes it’s unoriginal and campy and the solution to every arc is the power of friendship but dear god does it make me emotional sometimes. The return of Laxus is probably one of my favourite moments in any piece of media ever.,reaction,,True
this is exactly the energy i was looking for. own that trash with your whole chest,reaction,,True
"Because Ami knew we'd rather see Kanan in a swimsuit... Kanan: ""If you're gonna get distracted by a swimsuit, it should be mine!"" \-> Youji and cameraman zooms to Kanan",reaction,,True
Me waiting for stitches from u/leonkevlar,reaction,,True
Issho isnt even a bad guy. Hes just a purist who is obsessed with rakugo and is also a gatekeeper,hot_take,,True
I think it’s pretty cool that the Agent of Summer can communicate with and control their own furry army I like that Ruri genuinely cares about them too,reaction,,True
"**First Timer, German Dubbed!** * I assume Louise is dreaming this while passed out * Yup * Louise actually not being able to cast magic anymore would be *really* bad. She is literally our win condition. * Saito knows damn well he can't read and still asked to see the book lmao. Also Tabitha please don't fall in love with Saito * I'm shocked no one has offered to teach him how to read french before * Louise can't cast magic anymore. Well fuck. But how? * [Fwiw everyone there risked their lives getting you out of there, not just Saito]( * So he DID kill his brother * Hey Wales, feels like we haven't seen you in ages * The Great Spear.... this is some japanese military thing again isn't it? * [No one seems to care at all that Louise can't cast magic anymore]( Like hello, our most powerful asset literally just kinda stopped working and you're not scrambling to find a solution? * [Louise is losing her mind over here and no one fucking cares]( She needs a lot of support right now and no one is giving it to her * [Umm good luck!]( You'll need it! * [Sure would be nice if you had *helped Louise get her magic back*]( * I don't think it's technically confirmed that Tiffania is a void mage right? Now would be a good time, although that would shatter any self-worth Louise might still have * The way Malicorne also kept riding the carriage away instead of stopping after Louise jumped off lol * That scream from Louise sounded so real it made me physically recoil * Oooh reinforcements * [So",analysis,,True
"Elfie and Zeo taking aura maxxing to a whole new level. Damn you Wistoria for ending this episode with a cliffhanger. I have to agree with Finn though, I feel like Will would grow his abilities with Zeo better.",hot_take,,True
💯 All.of these were definitely a choice,reaction,,True
"I get downvoted to oblivion every time I mention *No Longer Allowed in Another World*, and I have no idea why; it's genuinely hilarious, and a fantastic parody of the isekai genre.",hot_take,,True
"Since seeing Itecho dash around an open airport with a sword against guns in episode 2, I've learned not to take the action too seriously. It's obviously not trying for any hint of realism, it's just for what makes a spectacle, and swords are cooler than guns. That's all there is to it I think. The action is silly and exaggerated but it's just a plot device to move the story along, it's never been a focus.",hot_take,,True
The animation also went all in. Fucking finally,reaction,,True
"Shiguma: ""So, how is Shinta doing lately?"" Akane: ""Huh, but Master Shinta Arakawa died!?."" Shiguma: ""Okay, I'm starting to think maybe we take Rakugo identities a little too seriously...""",reaction,,True
"Maou 2099. it might not be a perfect 10, no big budget animation was involved but I found the mix of cyberpunk and fantasy, the storytelling and the characters very enjoyable. It was a lot of fun and made me read the LNs",hot_take,,True
"Any thoughts on the movie? Dream Dream In my dreams :P A lot. She's going through a lot, actually. It kinda makes sense seeing as how Saito was the one who saved her. I actually thought differently. I thought it was revealed very casually. Never too late I guess adventure waits for no one I can't say I blame her He sure does False advertising You can tell where the money went to. I agree I'll never not love their relationship They're sweet Good question Yeah, they're running out of options This I really like because it feels like a callback to season 1 episode 6 when Louise almost got killed by a golem. All part of a strategy Hey, it worked What a cheater Maybe someday. But not today. It feels very genuine Yay Well deserved, I have to say The thing to keep in mind is she rejected it because she wanted to save Tabitha and she wouldn't let her. Now that that's been resolved, she has no issue. It was never about the status and more her doing what she felt was right. I guess we'll find out. It's interesting reading other people's comments on this episode. DaBenni liked it well enough though he found Saito's behavior kinda infuriating. Quagsire was a big fan and said it was better upon repeated viewing. And Mishou thought it was atrocious and was the worst episode of the series. I think season 3 is one of those interesting cases where if you ask 100 people what their thoughts are on it, you'll probably get a wide range of responses. It really speaks to how up and down this season ",analysis,,True
Honestly Ayame might be the most over-qualified Agent now because not only does she have powers but she was already skilled from being Ruri's bodyguard.,hot_take,,True
"That's sort of my biggest issue with it, the fact that Gabby killed all those villagers - just normal people, not the masterminds or anything - and then the narrative immediately starts acting like she's a decent person and it was fine for her to kill them. I can accept Asa (don't like her brother complex, though), since she didn't kill anyone but the fake Asa, who doesn't seem to be innocent or even human, as far as I recall. But aside from Gabby I don't have many problems and quite enjoy the show. I think there was enough of Yuru coming to terms with what happened that it didn't feel too jarring. It was quick, but I understand they needed to keep the story moving.",analysis,,True
Rare (and goated) Takina face indeed!,reaction,,True
"Akane is such a pure, delightful ""shounen protagonist""",hot_take,,True
"The chants are one of my favorite things about this author. In danmachi for example, people's magic comes from their experiences and innermost desires, and some of the chants are really awesome/heartfelt.",analysis,,True
"What is even Joseph's deal? He's clearly not upset about losing this new golem so it was basically a test of Louise's power as a void mage. I don't get why he's so obsessed with her in particular though. Earlier episodes made it clear that he needs another void mage for some reason and that he's aware of others outside of Louise (I'm still calling it that Tifania is one. Hell, maybe elves as a whole are an entire race of them.). Outside of meta reasons (We do need a villain.), I dunno why he keeps going after Louise in particular. Anyways, this is probably the weakest episode of the season or close to it. We've seen this all before. Nothing here is new. It's basically the second fight against Fouquet in a different font. \> What are your thoughts on Louise losing the ability to use match? It was pointless. It was resolved way too quickly and way too easily. Might as well have not included it. What a waste of time. \> What are your thoughts on Louise wondering if Saito's love for her is because he's under the influence of Gandalfr? It's stupid. He's not under the influence of Gandalfr all the time. I've been annoyed with Louise being so insecure since late Season 1 and yet it still persists. Louise x Saito is the weakest part of the show and at this point I don't want them to get together. Saito deserves better than to have to put up with someone who's constantly doubting him like Louise does. \> What are your thoughts on Louise regaining her void powers because Tabitha kissed",analysis,,True
"Yeah, \[spoilers for the first few episodes\] at some point it becomes clear that episode 1 was done purely for shock value, which is so bad because it makes the subsequent writing feel really dumb. The protagonist's entire village is massacred in a sadistic way, then before anyone comes to terms with that, the perpetrators start to get portrayed as all cute and cuddly, with Yuru joining them and barely asking any questions about the massacre. That for me was enough to drop the series. I'm sure later on there was going to be a reveal that actually the villagers were the true bad guys or whatever, but if that comes to pass, it's a very silly and predictable setup, but more importantly, it doesn't explain how Yuru was so chill around these people. I also *heavily* dislike the idea of an entire village being portrayed as collectively guilty of a crime worthy of mass execution (if that's where the story was going.) That's the kind of thing that makes me write-off someone as an author and start to question their motivations. In hindsight I think if they did episode 1 differently and didn't go hard on the edgelord shock value I probably could have stayed with this show a bit more just to see how they were going to justify things. But even then the chances of it being convincing was still gonna be very low.",analysis,,True
Shiguma looking back on his memories with little Akane was incredibly heartwarming. Seeing how much Akane has grown and how far she's come makes the moment even sweeter. Can't wait for the second season/cour!,analysis,,True
"It's not terrible or anything, but I'm very partial to Skeleton Knight in Another World. As far as isekai goes it's definitely one of the better series, but it's still got some big flaws. Still, it's getting a second season and I'm very happy about it. I'm sure there are worse shows I watch that would fit better, but they aren't coming to mind.",hot_take,,True
They are weirdly lovable in spite of their various flaws.,hot_take,,True
Thank you for making me laugh so hard lol. The image is fantastic.,reaction,,True
"Probably hasn't done that in a veeery long time Only took 37 epsiodes lmao What the fuck Saito keeps telling her over and over, again and again that he loves her and she never believes him. Granted his *actions* don't help the case. For some reason I didn't think they'd put armor on it and we've an AoT kinda situation \*Without Louise \*Let herself be captured, because even Guitar-Bocchi has a higher self-worth at this point Thoughts on Louise insisting she is worthless? She's loved by Saito and that alone makes her invaluable I might have to upgrade from one of the most the most insecure to THE most insecure girl I've seen. Do that more often please. She needs it. Made in Japan^(TM) Situation so dire Tabitha pulled a move that made Louise saw her entire life with Saito before her eyes My heart I'm glad we'll still have plot next season He's been telling her 20 episodes They are the most frustrating and yet most rewarding anime couple ever About damn time Since we had no comedic relief this episode we had to squeeze it in at the end there",hot_take,,True
"Ami Koshimizu also voiced Yukiko in *Persona 4*, the best girl! 18 years ago...",reaction,,True
"Even though [Elfaria]( looked like a princess in a tower waiting for a knight ([Will]( to rescue her, I never really thought about her that way. She seemed to me rather [composed, strong, and very distanced]( and she does look that way, but only when things don't involve Will, because when they do, oh my, [that's when her other side comes out]( and the fun begins 😂",reaction,,True
"Akane being nonchalant about winning the Karaku cup is kinda badass. ""Oh yeah that shit? I won it""",reaction,,True
"Fairy tail, it holds a special place for me",reaction,,True
"That means, Will still isn’t safe even if he goes to the thunder faction.",reaction,,True
Okay I actually forgot about that. Thanks for the reminder,reaction,,True
